STATUT	Order ID	Product	Quantity Ordered	Price	Order	Purchase Address
Sales_December_2019.csv	304532	Lightning Charging Cable	1	15	43808	Seattle
Sales_December_2019.csv	304533	Apple Airpods Headphones	1	150	43816	Dallas
Sales_December_2019.csv	304534	Wired Headphones	1	12	43805	Los Angeles
Sales_December_2019.csv	304535	Bose SoundSport Headphones	1	100	43804	San Francisco
Sales_December_2019.csv	304536	Wired Headphones	1	12	43811	San Francisco
Sales_December_2019.csv	304537	Bose SoundSport Headphones	1	100	43811	San Francisco
Sales_December_2019.csv	304538	Bose SoundSport Headphones	1	100	43818	Los Angeles
Sales_December_2019.csv	304539	Lightning Charging Cable	1	15	43809	Los Angeles
Sales_December_2019.csv	304540	27in FHD Monitor	1	150	43802	Boston
Sales_December_2019.csv	304541	AA Batteries (4-pack)	2	4	43821	Los Angeles
Sales_December_2019.csv	304542	iPhone	1	700	43811	Atlanta
Sales_December_2019.csv	304543	Apple Airpods Headphones	1	150	43804	Seattle
Sales_December_2019.csv	304544	Wired Headphones	1	12	43828	Boston
Sales_December_2019.csv	304545	Wired Headphones	1	12	43808	Portland
Sales_December_2019.csv	304546	AAA Batteries (4-pack)	1	3	43802	New York City
Sales_December_2019.csv	304547	Bose SoundSport Headphones	1	100	43806	Los Angeles
Sales_December_2019.csv	304548	AA Batteries (4-pack)	1	4	43829	Atlanta
Sales_December_2019.csv	304549	Lightning Charging Cable	1	15	43823	Dallas
Sales_December_2019.csv	304550	Lightning Charging Cable	1	15	43801	Los Angeles
Sales_December_2019.csv	304551	AAA Batteries (4-pack)	1	3	43818	New York City
Sales_December_2019.csv	304552	AA Batteries (4-pack)	1	4	43815	New York City
Sales_December_2019.csv	304553	27in FHD Monitor	1	150	43824	San Francisco
Sales_December_2019.csv	304554	USB-C Charging Cable	1	12	43818	San Francisco
Sales_December_2019.csv	304555	AA Batteries (4-pack)	2	4	43830	Boston
Sales_December_2019.csv	304556	Lightning Charging Cable	2	15	43827	Atlanta
Sales_December_2019.csv	304557	Macbook Pro Laptop	1	1700	43816	San Francisco
Sales_December_2019.csv	304558	Apple Airpods Headphones	1	150	43825	Los Angeles
Sales_December_2019.csv	304559	AAA Batteries (4-pack)	1	3	43805	Seattle
Sales_December_2019.csv	304560	Lightning Charging Cable	1	15	43823	New York City
Sales_December_2019.csv	304561	27in FHD Monitor	1	150	43805	Los Angeles
Sales_December_2019.csv	304562	Lightning Charging Cable	1	15	43814	Austin
Sales_December_2019.csv	304563	AAA Batteries (4-pack)	1	3	43814	Atlanta
Sales_December_2019.csv	304564	AA Batteries (4-pack)	1	4	43821	Seattle
Sales_December_2019.csv	304565	27in 4K Gaming Monitor	1	390	43823	New York City
Sales_December_2019.csv	304566	Bose SoundSport Headphones	1	100	43819	Portland
Sales_December_2019.csv	304567	AAA Batteries (4-pack)	1	3	43822	Austin
Sales_December_2019.csv	304568	iPhone	1	700	43809	San Francisco
Sales_December_2019.csv	304568	Lightning Charging Cable	1	15	43809	San Francisco
Sales_December_2019.csv	304569	iPhone	1	700	43814	Dallas
Sales_December_2019.csv	304570	USB-C Charging Cable	1	12	43808	San Francisco
Sales_December_2019.csv	304571	34in Ultrawide Monitor	1	380	43813	New York City
Sales_December_2019.csv	304572	Wired Headphones	1	12	43821	Los Angeles
Sales_December_2019.csv	304573	27in FHD Monitor	1	150	43812	New York City
Sales_December_2019.csv	304574	27in 4K Gaming Monitor	1	390	43804	Atlanta
Sales_December_2019.csv	304574	AA Batteries (4-pack)	1	4	43804	Atlanta
Sales_December_2019.csv	304575	AA Batteries (4-pack)	1	4	43829	San Francisco
Sales_December_2019.csv	304576	USB-C Charging Cable	2	12	43819	San Francisco
Sales_December_2019.csv	304577	iPhone	1	700	43807	San Francisco
Sales_December_2019.csv	304578	AAA Batteries (4-pack)	1	3	43819	San Francisco
Sales_December_2019.csv	304579	Flatscreen TV	1	300	43809	Los Angeles
Sales_December_2019.csv	304580	Apple Airpods Headphones	1	150	43818	Los Angeles
Sales_December_2019.csv	304581	AAA Batteries (4-pack)	2	3	43806	New York City
Sales_December_2019.csv	304582	USB-C Charging Cable	1	12	43806	Austin
Sales_December_2019.csv	304583	27in 4K Gaming Monitor	1	390	43819	Boston
Sales_December_2019.csv	304584	Lightning Charging Cable	1	15	43811	Dallas
Sales_December_2019.csv	304585	AAA Batteries (4-pack)	3	3	43822	San Francisco
Sales_December_2019.csv	304586	Apple Airpods Headphones	1	150	43814	New York City
Sales_December_2019.csv	304587	34in Ultrawide Monitor	1	380	43801	New York City
Sales_December_2019.csv	304588	Macbook Pro Laptop	1	1700	43806	Portland
Sales_December_2019.csv	304589	Bose SoundSport Headphones	1	100	43824	Dallas
Sales_December_2019.csv	304590	AAA Batteries (4-pack)	2	3	43806	Los Angeles
Sales_December_2019.csv	304591	USB-C Charging Cable	1	12	43819	Boston
Sales_December_2019.csv	304592	USB-C Charging Cable	1	12	43817	Los Angeles
Sales_December_2019.csv	304593	27in 4K Gaming Monitor	1	390	43811	Austin
Sales_December_2019.csv	304594	Lightning Charging Cable	1	15	43806	Boston
Sales_December_2019.csv	304595	USB-C Charging Cable	1	12	43814	Dallas
Sales_December_2019.csv	304596	34in Ultrawide Monitor	1	380	43811	Atlanta
Sales_December_2019.csv	304597	Wired Headphones	1	12	43830	Dallas
Sales_December_2019.csv	304598	AA Batteries (4-pack)	2	4	43816	Los Angeles
Sales_December_2019.csv	304599	AA Batteries (4-pack)	2	4	43800	Los Angeles
Sales_December_2019.csv	304600	AAA Batteries (4-pack)	3	3	43815	Los Angeles
Sales_December_2019.csv	304601	20in Monitor	1	110	43830	Los Angeles
Sales_December_2019.csv	304602	Google Phone	1	600	43816	New York City
Sales_December_2019.csv	304603	AAA Batteries (4-pack)	1	3	43801	Los Angeles
Sales_December_2019.csv	304604	34in Ultrawide Monitor	1	380	43829	Austin
Sales_December_2019.csv	304605	AA Batteries (4-pack)	2	4	43813	Atlanta
Sales_December_2019.csv	304606	Lightning Charging Cable	1	15	43823	Dallas
Sales_December_2019.csv	304607	USB-C Charging Cable	1	12	43805	Los Angeles
Sales_December_2019.csv	304608	AAA Batteries (4-pack)	2	3	43830	Portland
Sales_December_2019.csv	304609	Lightning Charging Cable	1	15	43823	Austin
Sales_December_2019.csv	304610	AA Batteries (4-pack)	1	4	43817	Portland
Sales_December_2019.csv	304611	27in 4K Gaming Monitor	1	390	43824	Atlanta
Sales_December_2019.csv	304612	AAA Batteries (4-pack)	1	3	43825	Portland
Sales_December_2019.csv	304613	Lightning Charging Cable	1	15	43813	New York City
Sales_December_2019.csv	304614	Lightning Charging Cable	1	15	43803	Portland
Sales_December_2019.csv	304615	AA Batteries (4-pack)	1	4	43809	New York City
Sales_December_2019.csv	304616	Flatscreen TV	1	300	43811	San Francisco
Sales_December_2019.csv	304617	27in 4K Gaming Monitor	1	390	43811	Los Angeles
Sales_December_2019.csv	304618	AA Batteries (4-pack)	1	4	43816	Los Angeles
Sales_December_2019.csv	304619	Vareebadd Phone	1	400	43806	Seattle
Sales_December_2019.csv	304619	USB-C Charging Cable	1	12	43806	Seattle
Sales_December_2019.csv	304620	27in 4K Gaming Monitor	1	390	43811	Los Angeles
Sales_December_2019.csv	304621	Lightning Charging Cable	1	15	43814	Los Angeles
Sales_December_2019.csv	304622	AAA Batteries (4-pack)	1	3	43817	Atlanta
Sales_December_2019.csv	304623	USB-C Charging Cable	2	12	43818	San Francisco
Sales_December_2019.csv	304624	Lightning Charging Cable	1	15	43803	San Francisco
Sales_December_2019.csv	304625	AA Batteries (4-pack)	1	4	43803	Dallas
Sales_December_2019.csv	304626	Google Phone	1	600	43826	New York City
Sales_December_2019.csv	304627	iPhone	1	700	43813	Dallas
Sales_December_2019.csv	304628	Macbook Pro Laptop	1	1700	43823	San Francisco
Sales_December_2019.csv	304628	AAA Batteries (4-pack)	1	3	43823	San Francisco
Sales_December_2019.csv	304629	20in Monitor	1	110	43819	San Francisco
Sales_December_2019.csv	304630	Apple Airpods Headphones	1	150	43816	Atlanta
Sales_December_2019.csv	304631	27in FHD Monitor	1	150	43821	Los Angeles
Sales_December_2019.csv	304632	27in FHD Monitor	1	150	43811	San Francisco
Sales_December_2019.csv	304633	Bose SoundSport Headphones	1	100	43810	San Francisco
Sales_December_2019.csv	304634	Lightning Charging Cable	1	15	43827	Seattle
Sales_December_2019.csv	304635	20in Monitor	1	110	43807	San Francisco
Sales_December_2019.csv	304636	Apple Airpods Headphones	1	150	43807	New York City
Sales_December_2019.csv	304637	34in Ultrawide Monitor	1	380	43819	San Francisco
Sales_December_2019.csv	304638	USB-C Charging Cable	1	12	43809	Seattle
Sales_December_2019.csv	304639	27in 4K Gaming Monitor	1	390	43822	San Francisco
Sales_December_2019.csv	304640	USB-C Charging Cable	1	12	43809	New York City
Sales_December_2019.csv	304641	Google Phone	1	600	43825	Los Angeles
Sales_December_2019.csv	304642	AAA Batteries (4-pack)	1	3	43823	Seattle
Sales_December_2019.csv	304643	27in 4K Gaming Monitor	1	390	43800	Boston
Sales_December_2019.csv	304644	ThinkPad Laptop	1	1000	43808	New York City
Sales_December_2019.csv	304644	AAA Batteries (4-pack)	2	3	43808	New York City
Sales_December_2019.csv	304645	27in 4K Gaming Monitor	1	390	43829	Los Angeles
Sales_December_2019.csv	304646	Bose SoundSport Headphones	1	100	43819	Portland
Sales_December_2019.csv	304647	Bose SoundSport Headphones	1	100	43823	New York City
Sales_December_2019.csv	304648	AA Batteries (4-pack)	1	4	43808	San Francisco
Sales_December_2019.csv	304649	34in Ultrawide Monitor	1	380	43819	Seattle
Sales_December_2019.csv	304650	USB-C Charging Cable	1	12	43812	Dallas
Sales_December_2019.csv	304651	AAA Batteries (4-pack)	1	3	43821	Los Angeles
Sales_December_2019.csv	304652	AA Batteries (4-pack)	2	4	43825	Los Angeles
Sales_December_2019.csv	304653	ThinkPad Laptop	1	1000	43818	San Francisco
Sales_December_2019.csv	304654	AAA Batteries (4-pack)	2	3	43811	Dallas
Sales_December_2019.csv	304655	AA Batteries (4-pack)	1	4	43805	Portland
Sales_December_2019.csv	304656	Lightning Charging Cable	1	15	43826	Portland
Sales_December_2019.csv	304657	AA Batteries (4-pack)	3	4	43804	Boston
Sales_December_2019.csv	304658	Macbook Pro Laptop	1	1700	43810	San Francisco
Sales_December_2019.csv	304659	AAA Batteries (4-pack)	1	3	43816	Austin
Sales_December_2019.csv	304660	Lightning Charging Cable	1	15	43823	Portland
Sales_December_2019.csv	304661	34in Ultrawide Monitor	1	380	43813	San Francisco
Sales_December_2019.csv	304662	USB-C Charging Cable	1	12	43827	Seattle
Sales_December_2019.csv	304663	27in 4K Gaming Monitor	1	390	43800	New York City
Sales_December_2019.csv	304664	Bose SoundSport Headphones	1	100	43827	New York City
Sales_December_2019.csv	304665	34in Ultrawide Monitor	1	380	43802	Dallas
Sales_December_2019.csv	304666	USB-C Charging Cable	1	12	43807	Portland
Sales_December_2019.csv	304667	USB-C Charging Cable	1	12	43815	Los Angeles
Sales_December_2019.csv	304668	USB-C Charging Cable	1	12	43812	Los Angeles
Sales_December_2019.csv	304669	Vareebadd Phone	1	400	43811	Los Angeles
Sales_December_2019.csv	304670	Wired Headphones	1	12	43822	Atlanta
Sales_December_2019.csv	304671	Lightning Charging Cable	1	15	43808	Los Angeles
Sales_December_2019.csv	304672	ThinkPad Laptop	1	1000	43819	New York City
Sales_December_2019.csv	304673	AA Batteries (4-pack)	2	4	43822	Los Angeles
Sales_December_2019.csv	304674	iPhone	1	700	43802	New York City
Sales_December_2019.csv	304674	Lightning Charging Cable	1	15	43802	New York City
Sales_December_2019.csv	304675	AAA Batteries (4-pack)	1	3	43818	San Francisco
Sales_December_2019.csv	304676	AA Batteries (4-pack)	1	4	43803	New York City
Sales_December_2019.csv	304677	27in FHD Monitor	1	150	43812	Seattle
Sales_December_2019.csv	304678	Bose SoundSport Headphones	1	100	43821	Portland
Sales_December_2019.csv	304679	27in 4K Gaming Monitor	1	390	43825	Seattle
Sales_December_2019.csv	304680	Wired Headphones	1	12	43827	Seattle
Sales_December_2019.csv	304681	Apple Airpods Headphones	1	150	43825	Dallas
Sales_December_2019.csv	304682	Wired Headphones	1	12	43807	Dallas
Sales_December_2019.csv	304683	AAA Batteries (4-pack)	1	3	43817	Dallas
Sales_December_2019.csv	304684	Google Phone	1	600	43819	Los Angeles
Sales_December_2019.csv	304684	USB-C Charging Cable	1	12	43819	Los Angeles
Sales_December_2019.csv	304684	Wired Headphones	1	12	43819	Los Angeles
Sales_December_2019.csv	304685	ThinkPad Laptop	1	1000	43830	San Francisco
Sales_December_2019.csv	304686	AAA Batteries (4-pack)	1	3	43811	New York City
Sales_December_2019.csv	304687	Wired Headphones	1	12	43804	New York City
Sales_December_2019.csv	304688	Bose SoundSport Headphones	1	100	43812	San Francisco
Sales_December_2019.csv	304689	Lightning Charging Cable	1	15	43804	Austin
Sales_December_2019.csv	304690	ThinkPad Laptop	1	1000	43824	San Francisco
Sales_December_2019.csv	304691	27in 4K Gaming Monitor	1	390	43828	San Francisco
Sales_December_2019.csv	304692	iPhone	1	700	43818	Boston
Sales_December_2019.csv	304693	Macbook Pro Laptop	1	1700	43804	Boston
Sales_December_2019.csv	304694	Bose SoundSport Headphones	1	100	43818	San Francisco
Sales_December_2019.csv	304695	34in Ultrawide Monitor	1	380	43817	San Francisco
Sales_December_2019.csv	304696	AAA Batteries (4-pack)	7	3	43801	Atlanta
Sales_December_2019.csv	304697	AAA Batteries (4-pack)	2	3	43808	Los Angeles
Sales_December_2019.csv	304698	Wired Headphones	1	12	43814	Atlanta
Sales_December_2019.csv	304699	Bose SoundSport Headphones	1	100	43808	San Francisco
Sales_December_2019.csv	304700	USB-C Charging Cable	1	12	43821	Atlanta
Sales_December_2019.csv	304701	Apple Airpods Headphones	1	150	43810	New York City
Sales_December_2019.csv	304702	AA Batteries (4-pack)	4	4	43828	Boston
Sales_December_2019.csv	304702	AA Batteries (4-pack)	1	4	43828	Boston
Sales_December_2019.csv	304703	AA Batteries (4-pack)	1	4	43821	Los Angeles
Sales_December_2019.csv	304704	34in Ultrawide Monitor	1	380	43809	San Francisco
Sales_December_2019.csv	304705	Google Phone	1	600	43812	Los Angeles
Sales_December_2019.csv	304706	Lightning Charging Cable	1	15	43827	Seattle
Sales_December_2019.csv	304707	Wired Headphones	1	12	43824	Portland
Sales_December_2019.csv	304708	Macbook Pro Laptop	1	1700	43800	Los Angeles
Sales_December_2019.csv	304709	AAA Batteries (4-pack)	2	3	43809	New York City
Sales_December_2019.csv	304710	20in Monitor	1	110	43806	Austin
Sales_December_2019.csv	304711	Lightning Charging Cable	1	15	43804	Seattle
Sales_December_2019.csv	304712	Bose SoundSport Headphones	1	100	43819	Boston
Sales_December_2019.csv	304713	Flatscreen TV	1	300	43805	New York City
Sales_December_2019.csv	304714	AAA Batteries (4-pack)	1	3	43800	San Francisco
Sales_December_2019.csv	304715	USB-C Charging Cable	1	12	43828	Dallas
Sales_December_2019.csv	304716	iPhone	1	700	43826	San Francisco
Sales_December_2019.csv	304717	AAA Batteries (4-pack)	2	3	43827	Portland
Sales_December_2019.csv	304718	iPhone	1	700	43817	Portland
Sales_December_2019.csv	304719	Lightning Charging Cable	1	15	43814	San Francisco
Sales_December_2019.csv	304720	20in Monitor	1	110	43808	New York City
Sales_December_2019.csv	304721	Lightning Charging Cable	1	15	43809	Seattle
Sales_December_2019.csv	304722	Lightning Charging Cable	1	15	43818	San Francisco
Sales_December_2019.csv	304723	AA Batteries (4-pack)	1	4	43802	New York City
Sales_December_2019.csv	304724	27in FHD Monitor	1	150	43827	Boston
Sales_December_2019.csv	304724	USB-C Charging Cable	1	12	43827	Boston
Sales_December_2019.csv	304725	AA Batteries (4-pack)	1	4	43800	New York City
Sales_December_2019.csv	304726	AAA Batteries (4-pack)	2	3	43822	Austin
Sales_December_2019.csv	304727	USB-C Charging Cable	1	12	43820	Portland
Sales_December_2019.csv	304728	AAA Batteries (4-pack)	1	3	43823	Los Angeles
Sales_December_2019.csv	304729	Apple Airpods Headphones	1	150	43822	Los Angeles
Sales_December_2019.csv	304730	34in Ultrawide Monitor	1	380	43819	San Francisco
Sales_December_2019.csv	304731	Lightning Charging Cable	1	15	43802	Boston
Sales_December_2019.csv	304732	USB-C Charging Cable	1	12	43805	New York City
Sales_December_2019.csv	304733	Google Phone	1	600	43825	Austin
Sales_December_2019.csv	304734	iPhone	1	700	43803	Dallas
Sales_December_2019.csv	304735	AA Batteries (4-pack)	1	4	43830	Atlanta
Sales_December_2019.csv	304736	Apple Airpods Headphones	1	150	43803	San Francisco
Sales_December_2019.csv	304737	AA Batteries (4-pack)	1	4	43801	Los Angeles
Sales_December_2019.csv	304738	Wired Headphones	1	12	43804	Austin
Sales_December_2019.csv	304739	iPhone	1	700	43819	Dallas
Sales_December_2019.csv	304740	iPhone	1	700	43820	Atlanta
Sales_December_2019.csv	304741	Wired Headphones	1	12	43804	Boston
Sales_December_2019.csv	304742	iPhone	1	700	43824	San Francisco
Sales_December_2019.csv	304742	Lightning Charging Cable	1	15	43824	San Francisco
Sales_December_2019.csv	304742	Wired Headphones	1	12	43824	San Francisco
Sales_December_2019.csv	304743	AA Batteries (4-pack)	2	4	43810	New York City
Sales_December_2019.csv	304744	Flatscreen TV	1	300	43812	New York City
Sales_December_2019.csv	304745	Apple Airpods Headphones	1	150	43810	San Francisco
Sales_December_2019.csv	304746	AAA Batteries (4-pack)	1	3	43809	Dallas
Sales_December_2019.csv	304747	Wired Headphones	1	12	43820	Atlanta
Sales_December_2019.csv	304748	AAA Batteries (4-pack)	2	3	43825	Boston
Sales_December_2019.csv	304749	Lightning Charging Cable	1	15	43822	New York City
Sales_December_2019.csv	304750	Lightning Charging Cable	1	15	43808	Atlanta
Sales_December_2019.csv	304751	Wired Headphones	1	12	43808	Los Angeles
Sales_December_2019.csv	304752	AA Batteries (4-pack)	1	4	43812	Austin
Sales_December_2019.csv	304753	LG Washing Machine	1	600	43829	San Francisco
Sales_December_2019.csv	304754	iPhone	1	700	43810	Austin
Sales_December_2019.csv	304754	Lightning Charging Cable	1	15	43810	Austin
Sales_December_2019.csv	304755	iPhone	1	700	43804	Seattle
Sales_December_2019.csv	304756	Wired Headphones	2	12	43827	Portland
Sales_December_2019.csv	304757	Macbook Pro Laptop	1	1700	43824	Austin
Sales_December_2019.csv	304758	AA Batteries (4-pack)	3	4	43827	New York City
Sales_December_2019.csv	304759	AAA Batteries (4-pack)	1	3	43823	Seattle
Sales_December_2019.csv	304760	Wired Headphones	1	12	43822	Portland
Sales_December_2019.csv	304761	USB-C Charging Cable	1	12	43821	San Francisco
Sales_December_2019.csv	304761	USB-C Charging Cable	1	12	43821	San Francisco
Sales_December_2019.csv	304762	AAA Batteries (4-pack)	2	3	43823	Boston
Sales_December_2019.csv	304763	Apple Airpods Headphones	1	150	43819	San Francisco
Sales_December_2019.csv	304764	Apple Airpods Headphones	1	150	43829	San Francisco
Sales_December_2019.csv	304765	AAA Batteries (4-pack)	4	3	43810	San Francisco
Sales_December_2019.csv	304766	Wired Headphones	1	12	43822	San Francisco
Sales_December_2019.csv	304767	Macbook Pro Laptop	1	1700	43817	Seattle
Sales_December_2019.csv	304768	USB-C Charging Cable	1	12	43822	Dallas
Sales_December_2019.csv	304769	Apple Airpods Headphones	1	150	43813	Atlanta
Sales_December_2019.csv	304770	USB-C Charging Cable	1	12	43814	Los Angeles
Sales_December_2019.csv	304771	Flatscreen TV	1	300	43819	Los Angeles
Sales_December_2019.csv	304772	34in Ultrawide Monitor	1	380	43807	Boston
Sales_December_2019.csv	304773	27in FHD Monitor	1	150	43827	San Francisco
Sales_December_2019.csv	304774	USB-C Charging Cable	1	12	43804	Dallas
Sales_December_2019.csv	304774	AAA Batteries (4-pack)	1	3	43804	Dallas
Sales_December_2019.csv	304775	27in 4K Gaming Monitor	1	390	43804	San Francisco
Sales_December_2019.csv	304776	34in Ultrawide Monitor	1	380	43807	San Francisco
Sales_December_2019.csv	304777	AA Batteries (4-pack)	1	4	43820	Boston
Sales_December_2019.csv	304778	AAA Batteries (4-pack)	1	3	43828	Los Angeles
Sales_December_2019.csv	304779	Bose SoundSport Headphones	1	100	43809	Los Angeles
Sales_December_2019.csv	304780	AAA Batteries (4-pack)	4	3	43816	San Francisco
Sales_December_2019.csv	304781	Bose SoundSport Headphones	1	100	43828	Boston
Sales_December_2019.csv	304782	AAA Batteries (4-pack)	4	3	43810	Austin
Sales_December_2019.csv	304783	27in 4K Gaming Monitor	1	390	43810	San Francisco
Sales_December_2019.csv	304784	AAA Batteries (4-pack)	2	3	43827	New York City
Sales_December_2019.csv	304784	Lightning Charging Cable	1	15	43827	New York City
Sales_December_2019.csv	304785	Lightning Charging Cable	1	15	43823	New York City
Sales_December_2019.csv	304786	AAA Batteries (4-pack)	3	3	43829	Boston
Sales_December_2019.csv	304787	27in 4K Gaming Monitor	1	390	43822	San Francisco
Sales_December_2019.csv	304788	Wired Headphones	1	12	43813	New York City
Sales_December_2019.csv	304789	AA Batteries (4-pack)	1	4	43803	Dallas
Sales_December_2019.csv	304790	USB-C Charging Cable	1	12	43830	Seattle
Sales_December_2019.csv	304791	USB-C Charging Cable	1	12	43813	San Francisco
Sales_December_2019.csv	304792	27in 4K Gaming Monitor	1	390	43807	Austin
Sales_December_2019.csv	304793	USB-C Charging Cable	1	12	43825	Atlanta
Sales_December_2019.csv	304794	Lightning Charging Cable	1	15	43803	San Francisco
Sales_December_2019.csv	304795	Flatscreen TV	1	300	43815	New York City
Sales_December_2019.csv	304796	Macbook Pro Laptop	1	1700	43817	San Francisco
Sales_December_2019.csv	304797	Lightning Charging Cable	1	15	43829	Los Angeles
Sales_December_2019.csv	304798	Wired Headphones	1	12	43825	San Francisco
Sales_December_2019.csv	304799	Wired Headphones	1	12	43811	Austin
Sales_December_2019.csv	304800	Wired Headphones	1	12	43817	Seattle
Sales_December_2019.csv	304801	Bose SoundSport Headphones	2	100	43822	San Francisco
Sales_December_2019.csv	304802	Google Phone	1	600	43826	Los Angeles
Sales_December_2019.csv	304802	USB-C Charging Cable	1	12	43826	Los Angeles
Sales_December_2019.csv	304802	Bose SoundSport Headphones	1	100	43826	Los Angeles
Sales_December_2019.csv	304802	34in Ultrawide Monitor	1	380	43826	Los Angeles
Sales_December_2019.csv	304803	Google Phone	1	600	43816	Dallas
Sales_December_2019.csv	304804	27in FHD Monitor	1	150	43825	Boston
Sales_December_2019.csv	304805	Bose SoundSport Headphones	1	100	43819	Atlanta
Sales_December_2019.csv	304805	Lightning Charging Cable	1	15	43819	Atlanta
Sales_December_2019.csv	304806	Lightning Charging Cable	1	15	43823	San Francisco
Sales_December_2019.csv	304807	Wired Headphones	1	12	43816	San Francisco
Sales_December_2019.csv	304808	AA Batteries (4-pack)	1	4	43819	San Francisco
Sales_December_2019.csv	304809	AA Batteries (4-pack)	1	4	43814	Los Angeles
Sales_December_2019.csv	304810	Lightning Charging Cable	2	15	43801	Los Angeles
Sales_December_2019.csv	304811	Bose SoundSport Headphones	1	100	43803	Los Angeles
Sales_December_2019.csv	304812	AAA Batteries (4-pack)	2	3	43801	San Francisco
Sales_December_2019.csv	304813	34in Ultrawide Monitor	1	380	43815	San Francisco
Sales_December_2019.csv	304813	AA Batteries (4-pack)	1	4	43815	San Francisco
Sales_December_2019.csv	304814	Lightning Charging Cable	1	15	43808	Austin
Sales_December_2019.csv	304815	AAA Batteries (4-pack)	1	3	43814	San Francisco
Sales_December_2019.csv	304816	Google Phone	1	600	43819	San Francisco
Sales_December_2019.csv	304817	AA Batteries (4-pack)	1	4	43819	Los Angeles
Sales_December_2019.csv	304818	AAA Batteries (4-pack)	1	3	43829	San Francisco
Sales_December_2019.csv	304819	34in Ultrawide Monitor	1	380	43809	Boston
Sales_December_2019.csv	304820	Bose SoundSport Headphones	1	100	43820	Atlanta
Sales_December_2019.csv	304821	Lightning Charging Cable	1	15	43819	San Francisco
Sales_December_2019.csv	304822	USB-C Charging Cable	2	12	43803	Atlanta
Sales_December_2019.csv	304823	AAA Batteries (4-pack)	1	3	43819	New York City
Sales_December_2019.csv	304824	AA Batteries (4-pack)	1	4	43827	New York City
Sales_December_2019.csv	304825	AA Batteries (4-pack)	1	4	43806	San Francisco
Sales_December_2019.csv	304826	Apple Airpods Headphones	1	150	43824	Portland
Sales_December_2019.csv	304827	USB-C Charging Cable	1	12	43800	Boston
Sales_December_2019.csv	304828	AA Batteries (4-pack)	1	4	43806	Atlanta
Sales_December_2019.csv	304829	Flatscreen TV	1	300	43825	Dallas
Sales_December_2019.csv	304829	AA Batteries (4-pack)	1	4	43825	Dallas
Sales_December_2019.csv	304830	Flatscreen TV	1	300	43803	San Francisco
Sales_December_2019.csv	304831	Lightning Charging Cable	1	15	43813	Seattle
Sales_December_2019.csv	304832	Wired Headphones	1	12	43820	Los Angeles
Sales_December_2019.csv	304833	Wired Headphones	1	12	43825	Los Angeles
Sales_December_2019.csv	304834	LG Washing Machine	1	600	43823	Atlanta
Sales_December_2019.csv	304835	USB-C Charging Cable	1	12	43800	Boston
Sales_December_2019.csv	304836	ThinkPad Laptop	1	1000	43828	Los Angeles
Sales_December_2019.csv	304837	Flatscreen TV	1	300	43820	San Francisco
Sales_December_2019.csv	304838	USB-C Charging Cable	1	12	43829	San Francisco
Sales_December_2019.csv	304839	Lightning Charging Cable	1	15	43812	Portland
Sales_December_2019.csv	304840	AAA Batteries (4-pack)	1	3	43824	New York City
Sales_December_2019.csv	304841	Apple Airpods Headphones	1	150	43811	San Francisco
Sales_December_2019.csv	304842	AAA Batteries (4-pack)	1	3	43810	New York City
Sales_December_2019.csv	304843	Lightning Charging Cable	1	15	43823	Dallas
Sales_December_2019.csv	304844	iPhone	1	700	43830	Portland
Sales_December_2019.csv	304845	Apple Airpods Headphones	1	150	43826	Dallas
Sales_December_2019.csv	304846	Bose SoundSport Headphones	1	100	43814	San Francisco
Sales_December_2019.csv	304847	Lightning Charging Cable	1	15	43814	Atlanta
Sales_December_2019.csv	304848	Bose SoundSport Headphones	1	100	43825	Seattle
Sales_December_2019.csv	304849	27in FHD Monitor	1	150	43816	Atlanta
Sales_December_2019.csv	304850	ThinkPad Laptop	1	1000	43828	Seattle
Sales_December_2019.csv	304851	Wired Headphones	1	12	43800	Boston
Sales_December_2019.csv	304852	AAA Batteries (4-pack)	1	3	43817	New York City
Sales_December_2019.csv	304853	34in Ultrawide Monitor	1	380	43800	San Francisco
Sales_December_2019.csv	304854	Lightning Charging Cable	1	15	43813	Dallas
Sales_December_2019.csv	304855	Lightning Charging Cable	1	15	43829	Los Angeles
Sales_December_2019.csv	304856	AAA Batteries (4-pack)	3	3	43824	Dallas
Sales_December_2019.csv	304857	USB-C Charging Cable	1	12	43825	Los Angeles
Sales_December_2019.csv	304858	27in 4K Gaming Monitor	1	390	43820	San Francisco
Sales_December_2019.csv	304859	Wired Headphones	1	12	43800	San Francisco
Sales_December_2019.csv	304860	Bose SoundSport Headphones	1	100	43811	Los Angeles
Sales_December_2019.csv	304861	Wired Headphones	1	12	43815	San Francisco
Sales_December_2019.csv	304862	Lightning Charging Cable	1	15	43828	Dallas
Sales_December_2019.csv	304863	34in Ultrawide Monitor	1	380	43803	Seattle
Sales_December_2019.csv	304864	Wired Headphones	1	12	43801	Seattle
Sales_December_2019.csv	304865	AA Batteries (4-pack)	1	4	43827	New York City
Sales_December_2019.csv	304866	AA Batteries (4-pack)	1	4	43824	San Francisco
Sales_December_2019.csv	304867	Lightning Charging Cable	1	15	43808	San Francisco
Sales_December_2019.csv	304867	AAA Batteries (4-pack)	1	3	43808	San Francisco
Sales_December_2019.csv	304868	AAA Batteries (4-pack)	2	3	43826	Los Angeles
